id;categoryId;price;oldPrice;shortName;categoryName;brandName;clubPrice;picture
1420793;29;233990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3080 ,  GV-N3080AORUS M-10GD;Видеокарты;GIGABYTE;232830;https://items.s1.citilink.ru/1420793_v01_m.jpg
1027966;29;7690;0;Видеокарта ASUS nVidia  GeForce GT 1030 ,  GT1030-SL-2G-BRK;Видеокарты;ASUS;7660;https://items.s1.citilink.ru/1027966_v01_m.jpg
1207556;29;49990;0;Видеокарта GIGABYTE AMD  Radeon RX 5500XT ,  GV-R55XTOC-4GD;Видеокарты;GIGABYTE;49750;https://items.s1.citilink.ru/1207556_v01_m.jpg
1447898;29;140990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  DUAL-RTX3070-8G;Видеокарты;ASUS;140290;https://items.s1.citilink.ru/1447898_v01_m.jpg
1063353;29;6890;0;Видеокарта MSI nVidia  GeForce GT 1030 ,  GT 1030 2GHD4 LP OC;Видеокарты;MSI;6860;https://items.s1.citilink.ru/1063353_v01_m.jpg
479390;29;7290;0;Видеокарта GIGABYTE nVidia  GeForce GT 1030 ,  GV-N1030SL-2GL;Видеокарты;GIGABYTE;7260;https://items.s1.citilink.ru/479390_v01_m.jpg
1421448;29;134990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO 8G;Видеокарты;PALIT;134320;https://items.s1.citilink.ru/479390_v01_m.jpg
1420798;29;141990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070GAMING OC-8GD;Видеокарты;GIGABYTE;141290;https://items.s1.citilink.ru/479390_v01_m.jpg
1469028;29;82990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  RTX3060 DUAL OC 12G;Видеокарты;PALIT;82580;https://items.s1.citilink.ru/479390_v01_m.jpg
1472613;29;83990;91990;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3060 ,  GV-N3060EAGLE OC-12GD;Видеокарты;GIGABYTE;83580;https://items.s1.citilink.ru/479390_v01_m.jpg
1472176;29;78990;85990;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  PA-RTX3060 STORMX OC 12G;Видеокарты;PALIT;78600;https://items.s1.citilink.ru/479390_v01_m.jpg
1196210;29;34990;0;Видеокарта MSI nVidia  GeForce GTX 1650SUPER ,  GTX 1650 SUPER GAMING X;Видеокарты;MSI;34820;https://items.s1.citilink.ru/479390_v01_m.jpg
1472620;29;85990;92990;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3060 ,  GV-N3060GAMING OC-12GD;Видеокарты;GIGABYTE;85570;https://items.s1.citilink.ru/479390_v01_m.jpg
1472018;29;189990;216990;Видеокарта ASUS AMD  Radeon RX 6900XT ,  ROG-STRIX-LC-RX6900XT-O16G-GAMING;Видеокарты;ASUS;189050;https://items.s1.citilink.ru/479390_v01_m.jpg
1462806;29;165990;0;Видеокарта SAPPHIRE AMD  Radeon RX 6900XT ,  11308-01-20G RX 6900 XT NITRO+ OC GAMING 16GB;Видеокарты;SAPPHIRE;165170;https://items.s1.citilink.ru/479390_v01_m.jpg
1442318;29;143990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  TUF-RTX3070-O8G-GAMING;Видеокарты;ASUS;143280;https://items.s1.citilink.ru/479390_v01_m.jpg
1459400;29;22990;0;Видеокарта PALIT NVIDIA  GeForce GTX 1650 ,  PA-GTX1650 GP 4G D6 BULK;Видеокарты;PALIT;22880;https://items.s1.citilink.ru/479390_v01_m.jpg
1185833;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/479390_v01_m.jpg
1118883;29;65990;0;Видеокарта GIGABYTE nVidia  GeForce RTX 2060 ,  GV-N2060OC-6GD;Видеокарты;GIGABYTE;65670;https://items.s1.citilink.ru/479390_v01_m.jpg
1415706;29;9290;0;Видеокарта ASUS AMD  Radeon RX 550 ,  PH-550-2G;Видеокарты;ASUS;9250;https://items.s1.citilink.ru/479390_v01_m.jpg
1423322;29;138990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 VENTUS 2X OC;Видеокарты;MSI;138300;https://items.s1.citilink.ru/479390_v01_m.jpg
1469005;29;81990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  PA-RTX3060 DUAL 12G;Видеокарты;PALIT;81590;https://items.s1.citilink.ru/479390_v01_m.jpg
1459415;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/479390_v01_m.jpg
1475888;29;85990;92990;Видеокарта MSI NVIDIA  GeForce RTX 3060 ,  RTX 3060 GAMING X TRIO 12G;Видеокарты;MSI;85570;https://items.s1.citilink.ru/479390_v01_m.jpg
1421451;29;136990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO OC 8G;Видеокарты;PALIT;136310;https://items.s1.citilink.ru/479390_v01_m.jpg
1474934;29;168990;0;Видеокарта ASUS AMD  Radeon RX 6800XT ,  TUF-RX6800XT-O16G-GAMING;Видеокарты;ASUS;168150;https://items.s1.citilink.ru/479390_v01_m.jpg
352141;29;3190;0;Видеокарта MSI nVidia  GeForce GT 710 ,  GT 710 1GD3H LP;Видеокарты;MSI;3150;https://items.s1.citilink.ru/352141_v01_m.jpg
1421451;29;136990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO OC 8G;Видеокарты;PALIT;136310;https://items.s1.citilink.ru/1421451_v01_m.jpg
1420798;29;141990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070GAMING OC-8GD;Видеокарты;GIGABYTE;141290;https://items.s1.citilink.ru/1420798_v01_m.jpg
1185833;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/1185833_v01_m.jpg
1423317;29;142990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 GAMING X TRIO;Видеокарты;MSI;142280;https://items.s1.citilink.ru/1423317_v01_m.jpg
426153;29;17390;0;Видеокарта PALIT nVidia  GeForce GTX 1050TI ,  PA-GTX1050Ti StormX 4G;Видеокарты;PALIT;17310;https://items.s1.citilink.ru/426153_v01_m.jpg
1188412;29;47990;0;Видеокарта GIGABYTE nVidia  GeForce GTX 1660SUPER ,  GV-N166SOC-6GD;Видеокарты;GIGABYTE;47760;https://items.s1.citilink.ru/1188412_v01_m.jpg
401997;29;17590;0;Видеокарта PALIT nVidia  GeForce GTX 1050TI ,  PA-GTX1050Ti StormX 4G;Видеокарты;PALIT;17510;https://items.s1.citilink.ru/401997_v01_m.jpg
492896;29;3690;0;Видеокарта ASUS nVidia  GeForce GT 710 ,  GT710-SL-1GD5;Видеокарты;ASUS;3690;https://items.s1.citilink.ru/492896_v01_m.jpg
479391;29;7890;0;Видеокарта GIGABYTE nVidia  GeForce GT 1030 ,  GV-N1030OC-2GI;Видеокарты;GIGABYTE;7890;https://items.s1.citilink.ru/479391_v01_m.jpg
1423322;29;138990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 VENTUS 2X OC;Видеокарты;MSI;138300;https://items.s1.citilink.ru/1423322_v01_m.jpg
1174212;29;4590;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D5-2GIL;Видеокарты;GIGABYTE;4590;https://items.s1.citilink.ru/1174212_v01_m.jpg
1459415;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/1459415_v01_m.jpg
1196210;29;34990;0;Видеокарта MSI nVidia  GeForce GTX 1650SUPER ,  GTX 1650 SUPER GAMING X;Видеокарты;MSI;34820;https://items.s1.citilink.ru/1196210_v01_m.jpg
317252;29;4990;0;Видеокарта MSI nVidia  GeForce GT 730 ,  N730-2GD3V2;Видеокарты;MSI;4970;https://items.s1.citilink.ru/317252_v01_m.jpg
479450;29;8690;0;Видеокарта ASUS nVidia  GeForce GT 1030 ,  PH-GT1030-O2G;Видеокарты;ASUS;8650;https://items.s1.citilink.ru/479450_v01_m.jpg
493300;29;4390;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D5-2GL;Видеокарты;GIGABYTE;4390;https://items.s1.citilink.ru/493300_v01_m.jpg
1417009;29;233990;0;Видеокарта MSI NVIDIA  GeForce RTX 3080 ,  RTX 3080 GAMING X TRIO 10G;Видеокарты;MSI;232830;https://items.s1.citilink.ru/1417009_v01_m.jpg
1415882;29;223990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3080 ,  PA-RTX3080 GAMINGPRO 10G;Видеокарты;PALIT;222880;https://items.s1.citilink.ru/1415882_v01_m.jpg
1364924;29;23990;0;Видеокарта GIGABYTE nVidia  GeForce GTX 1650 ,  GV-N1656OC-4GD;Видеокарты;GIGABYTE;23880;https://items.s1.citilink.ru/1364924_v01_m.jpg
491502;29;4690;0;Видеокарта ASUS nVidia  GeForce GT 710 ,  GT710-SL-2GD5;Видеокарты;ASUS;4690;https://items.s1.citilink.ru/491502_v01_m.jpg
1420796;29;139990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070EAGLE OC-8GD;Видеокарты;GIGABYTE;139300;https://items.s1.citilink.ru/1420796_v01_m.jpg
1063366;29;6890;0;Видеокарта MSI nVidia  GeForce GT 1030 ,  GT 1030 AERO ITX 2GD4 OC;Видеокарты;MSI;6860;https://items.s1.citilink.ru/1063366_v01_m.jpg
1161807;29;3290;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D5-1GL;Видеокарты;GIGABYTE;3290;https://items.s1.citilink.ru/1161807_v01_m.jpg
1438411;29;143990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070AORUS M-8GD;Видеокарты;GIGABYTE;143280;https://items.s1.citilink.ru/1438411_v01_m.jpg
353608;29;3590;0;Видеокарта MSI nVidia  GeForce GT 710 ,  GT 710 2GD3H LP;Видеокарты;MSI;3550;https://items.s1.citilink.ru/353608_v01_m.jpg
1435308;29;140990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070VISION OC-8GD;Видеокарты;GIGABYTE;140290;https://items.s1.citilink.ru/1435308_v01_m.jpg
472651;29;6890;0;Видеокарта PALIT nVidia  GeForce GT 1030 ,  PA-GT1030 2GD5;Видеокарты;PALIT;6860;https://items.s1.citilink.ru/472651_v01_m.jpg
274271;29;5520;0;Видеокарта MSI nVidia  GeForce GT 730 ,  N730-4GD3;Видеокарты;MSI;5460;https://items.s1.citilink.ru/274271_v01_m.jpg
407495;29;20990;0;Видеокарта ASUS nVidia  GeForce GTX 1050TI ,  PH-GTX1050TI-4G;Видеокарты;ASUS;20890;https://items.s1.citilink.ru/407495_v01_m.jpg
949382;29;5540;5930;Видеокарта GIGABYTE nVidia  GeForce GT 730 ,  GV-N730D5-2GI;Видеокарты;GIGABYTE;5490;https://items.s1.citilink.ru/949382_v01_m.jpg
492898;29;3590;0;Видеокарта ASUS nVidia  GeForce GT 710 ,  GT710-SL-1GD5-BRK;Видеокарты;ASUS;3590;https://items.s1.citilink.ru/492898_v01_m.jpg
1442318;29;143990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  TUF-RTX3070-O8G-GAMING;Видеокарты;ASUS;143280;https://items.s1.citilink.ru/1442318_v01_m.jpg
479389;29;7590;0;Видеокарта GIGABYTE nVidia  GeForce GT 1030 ,  GV-N1030D5-2GL;Видеокарты;GIGABYTE;7560;https://items.s1.citilink.ru/479389_v01_m.jpg
1438516;29;141990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  DUAL-RTX3070-O8G;Видеокарты;ASUS;141290;https://items.s1.citilink.ru/1438516_v01_m.jpg
353693;29;3990;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D3-2GL;Видеокарты;GIGABYTE;3980;https://items.s1.citilink.ru/353693_v01_m.jpg
1457665;29;135990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 JETSTREAM 8G;Видеокарты;PALIT;135320;https://items.s1.citilink.ru/1457665_v01_m.jpg
631047;29;3690;0;Видеокарта GIGABYTE nVidia  GeForce 210 ,  GV-N210D3-1GI;Видеокарты;GIGABYTE;3690;https://items.s1.citilink.ru/631047_v01_m.jpg
1004968;29;4290;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D5SL-2GL;Видеокарты;GIGABYTE;4290;https://items.s1.citilink.ru/1004968_v01_m.jpg
491503;29;4490;0;Видеокарта ASUS nVidia  GeForce GT 710 ,  GT710-SL-2GD5-BRK;Видеокарты;ASUS;4490;https://items.s1.citilink.ru/491503_v01_m.jpg
1459400;29;22990;0;Видеокарта PALIT NVIDIA  GeForce GTX 1650 ,  PA-GTX1650 GP 4G D6 BULK;Видеокарты;PALIT;22880;https://items.s1.citilink.ru/1459400_v01_m.jpg
1468993;29;23390;0;Видеокарта PALIT NVIDIA  GeForce GTX 1650 ,  PA-GTX1650 GP OC 4G D6;Видеокарты;PALIT;23280;https://items.s1.citilink.ru/1468993_v01_m.jpg
1420793;29;233990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3080 ,  GV-N3080AORUS M-10GD;Видеокарты;GIGABYTE;232830;https://items.s1.citilink.ru/1420793_v01_m.jpg
1027966;29;7690;0;Видеокарта ASUS nVidia  GeForce GT 1030 ,  GT1030-SL-2G-BRK;Видеокарты;ASUS;7660;https://items.s1.citilink.ru/1027966_v01_m.jpg
1207556;29;49990;0;Видеокарта GIGABYTE AMD  Radeon RX 5500XT ,  GV-R55XTOC-4GD;Видеокарты;GIGABYTE;49750;https://items.s1.citilink.ru/1207556_v01_m.jpg
1447898;29;140990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  DUAL-RTX3070-8G;Видеокарты;ASUS;140290;https://items.s1.citilink.ru/1447898_v01_m.jpg
1063353;29;6890;0;Видеокарта MSI nVidia  GeForce GT 1030 ,  GT 1030 2GHD4 LP OC;Видеокарты;MSI;6860;https://items.s1.citilink.ru/1063353_v01_m.jpg
479390;29;7290;0;Видеокарта GIGABYTE nVidia  GeForce GT 1030 ,  GV-N1030SL-2GL;Видеокарты;GIGABYTE;7260;https://items.s1.citilink.ru/479390_v01_m.jpg
1421448;29;134990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO 8G;Видеокарты;PALIT;134320;https://items.s1.citilink.ru/479390_v01_m.jpg
1420798;29;141990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070GAMING OC-8GD;Видеокарты;GIGABYTE;141290;https://items.s1.citilink.ru/479390_v01_m.jpg
1469028;29;82990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  RTX3060 DUAL OC 12G;Видеокарты;PALIT;82580;https://items.s1.citilink.ru/479390_v01_m.jpg
1472613;29;83990;91990;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3060 ,  GV-N3060EAGLE OC-12GD;Видеокарты;GIGABYTE;83580;https://items.s1.citilink.ru/479390_v01_m.jpg
1472176;29;78990;85990;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  PA-RTX3060 STORMX OC 12G;Видеокарты;PALIT;78600;https://items.s1.citilink.ru/479390_v01_m.jpg
1196210;29;34990;0;Видеокарта MSI nVidia  GeForce GTX 1650SUPER ,  GTX 1650 SUPER GAMING X;Видеокарты;MSI;34820;https://items.s1.citilink.ru/479390_v01_m.jpg
1472620;29;85990;92990;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3060 ,  GV-N3060GAMING OC-12GD;Видеокарты;GIGABYTE;85570;https://items.s1.citilink.ru/479390_v01_m.jpg
1472018;29;189990;216990;Видеокарта ASUS AMD  Radeon RX 6900XT ,  ROG-STRIX-LC-RX6900XT-O16G-GAMING;Видеокарты;ASUS;189050;https://items.s1.citilink.ru/479390_v01_m.jpg
1462806;29;165990;0;Видеокарта SAPPHIRE AMD  Radeon RX 6900XT ,  11308-01-20G RX 6900 XT NITRO+ OC GAMING 16GB;Видеокарты;SAPPHIRE;165170;https://items.s1.citilink.ru/479390_v01_m.jpg
1442318;29;143990;0;Видеокарта ASUS NVIDIA  GeForce RTX 3070 ,  TUF-RTX3070-O8G-GAMING;Видеокарты;ASUS;143280;https://items.s1.citilink.ru/479390_v01_m.jpg
1459400;29;22990;0;Видеокарта PALIT NVIDIA  GeForce GTX 1650 ,  PA-GTX1650 GP 4G D6 BULK;Видеокарты;PALIT;22880;https://items.s1.citilink.ru/479390_v01_m.jpg
1185833;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/479390_v01_m.jpg
1118883;29;65990;0;Видеокарта GIGABYTE nVidia  GeForce RTX 2060 ,  GV-N2060OC-6GD;Видеокарты;GIGABYTE;65670;https://items.s1.citilink.ru/479390_v01_m.jpg
1415706;29;9290;0;Видеокарта ASUS AMD  Radeon RX 550 ,  PH-550-2G;Видеокарты;ASUS;9250;https://items.s1.citilink.ru/479390_v01_m.jpg
1423322;29;138990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 VENTUS 2X OC;Видеокарты;MSI;138300;https://items.s1.citilink.ru/479390_v01_m.jpg
1469005;29;81990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3060 ,  PA-RTX3060 DUAL 12G;Видеокарты;PALIT;81590;https://items.s1.citilink.ru/479390_v01_m.jpg
1459415;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/479390_v01_m.jpg
1475888;29;85990;92990;Видеокарта MSI NVIDIA  GeForce RTX 3060 ,  RTX 3060 GAMING X TRIO 12G;Видеокарты;MSI;85570;https://items.s1.citilink.ru/479390_v01_m.jpg
1421451;29;136990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO OC 8G;Видеокарты;PALIT;136310;https://items.s1.citilink.ru/479390_v01_m.jpg
1474934;29;168990;0;Видеокарта ASUS AMD  Radeon RX 6800XT ,  TUF-RX6800XT-O16G-GAMING;Видеокарты;ASUS;168150;https://items.s1.citilink.ru/479390_v01_m.jpg
352141;29;3190;0;Видеокарта MSI nVidia  GeForce GT 710 ,  GT 710 1GD3H LP;Видеокарты;MSI;3150;https://items.s1.citilink.ru/352141_v01_m.jpg
1421451;29;136990;0;Видеокарта PALIT NVIDIA  GeForce RTX 3070 ,  PA-RTX3070 GAMINGPRO OC 8G;Видеокарты;PALIT;136310;https://items.s1.citilink.ru/1421451_v01_m.jpg
1420798;29;141990;0;Видеокарта GIGABYTE NVIDIA  GeForce RTX 3070 ,  GV-N3070GAMING OC-8GD;Видеокарты;GIGABYTE;141290;https://items.s1.citilink.ru/1420798_v01_m.jpg
1185833;29;48990;0;Видеокарта PALIT nVidia  GeForce GTX 1660SUPER ,  PA-GTX1660SUPER STORMX 6G;Видеокарты;PALIT;48750;https://items.s1.citilink.ru/1185833_v01_m.jpg
1423317;29;142990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 GAMING X TRIO;Видеокарты;MSI;142280;https://items.s1.citilink.ru/1423317_v01_m.jpg
426153;29;17390;0;Видеокарта PALIT nVidia  GeForce GTX 1050TI ,  PA-GTX1050Ti StormX 4G;Видеокарты;PALIT;17310;https://items.s1.citilink.ru/426153_v01_m.jpg
1188412;29;47990;0;Видеокарта GIGABYTE nVidia  GeForce GTX 1660SUPER ,  GV-N166SOC-6GD;Видеокарты;GIGABYTE;47760;https://items.s1.citilink.ru/1188412_v01_m.jpg
401997;29;17590;0;Видеокарта PALIT nVidia  GeForce GTX 1050TI ,  PA-GTX1050Ti StormX 4G;Видеокарты;PALIT;17510;https://items.s1.citilink.ru/401997_v01_m.jpg
492896;29;3690;0;Видеокарта ASUS nVidia  GeForce GT 710 ,  GT710-SL-1GD5;Видеокарты;ASUS;3690;https://items.s1.citilink.ru/492896_v01_m.jpg
479391;29;7890;0;Видеокарта GIGABYTE nVidia  GeForce GT 1030 ,  GV-N1030OC-2GI;Видеокарты;GIGABYTE;7890;https://items.s1.citilink.ru/479391_v01_m.jpg
1423322;29;138990;0;Видеокарта MSI nVidia  GeForce RTX 3070 ,  RTX 3070 VENTUS 2X OC;Видеокарты;MSI;138300;https://items.s1.citilink.ru/1423322_v01_m.jpg
1174212;29;4590;0;Видеокарта GIGABYTE nVidia  GeForce GT 710 ,  GV-N710D5-2GIL;Видеокарты;GIGABYTE;4590;https://items.s1.citilink.ru/1174212_v01_m.jpg
